"asv_id","count","percent_match","kingdom","phylum","class","order","family","genus","species"
"ASV0222",430,97.143,"Metazoa","Arthropoda","Insecta","Coleoptera","Ptiliidae",NA,"Ptiliidae sp. BOLD-2016"
"ASV0171",567,96.1556666666667,"Metazoa","Arthropoda","Malacostraca","Isopoda","Armadillidae","Spherillo",NA
"ASV0068",1464,100,"Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Rubrocuneocoris","Rubrocuneocoris calvertae"
"ASV0045",2199,88.9462,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0097",1032,99.732,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,"Entomobryidae sp. sc_04935"
"ASV0029",3082,99.4283333333333,"Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Nurudea",NA
"ASV0006",11830,99.9094444444444,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA
"ASV0225",416,99.6544444444444,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA
"ASV0180",535,99.3992222222222,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA
"ASV0104",977,92.157,"Metazoa","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA
"ASV0049",2078,91.667,"Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"ASV0020",3937,100,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Solenopsis","Solenopsis mameti"
"ASV0137",727,88.667,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0001",43976,94.1222857142857,"Metazoa","Arthropoda","Insecta","Coleoptera",NA,NA,NA
"ASV0005",13917,100,"Metazoa","Arthropoda","Insecta","Psocoptera","Amphientomidae",NA,"Amphientomidae sp."
"ASV0210",463,99.755,"Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Hypothenemus","Hypothenemus sp."
"ASV0370",240,89.655,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV0278",325,88.489,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0383",234,87.77,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0347",258,99.755,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Wyeomyia",NA
"ASV0376",238,95.556,"Metazoa","Arthropoda","Insecta","Diptera","Cecidomyiidae",NA,NA
"ASV0411",213,90.8085,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV0422",207,100,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Tegolophus","Tegolophus oblatus"
"ASV0404",222,89.706,"Metazoa","Arthropoda","Malacostraca",NA,NA,NA,NA
"ASV0262",357,97.414,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Brevipalpus","Brevipalpus papayensis"
"ASV0429",204,99.8663333333333,"Metazoa","Arthropoda","Malacostraca","Isopoda","Philosciidae","Burmoniscus","Burmoniscus dasystylus"
"ASV0290",311,91.198,"Metazoa","Arthropoda","Insecta","Orthoptera",NA,NA,NA
"ASV0460",193,88.095,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0317",285,87.5575,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0474",189,87.755,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0275",328,87.421,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0288",316,87.931,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0726",108,93.333,"Metazoa","Arthropoda","Malacostraca","Decapoda","Coenobitidae",NA,NA
"ASV0655",126,89.773,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV0690",117,91.538,"Metazoa","Arthropoda","Insecta","Coleoptera",NA,NA,NA
"ASV0720",109,100,"Metazoa","Arthropoda","Insecta","Blattodea","Termitidae","Patawatermes","Patawatermes sp. A TB-2017"
"ASV0530",166,100,"Metazoa","Arthropoda","Arachnida","Araneae",NA,NA,NA
"ASV0714",111,88.141,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0562",152,87.918,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0689",117,100,"Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Scheloribatidae","Scheloribates",NA
"ASV0725",108,87.255,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0605",138,99.317,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Acalitus","Acalitus vaccinii"
"ASV0532",164,88.3705,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0567",151,88.535,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0956",76,88.764,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0990",73,97.0081428571429,"Metazoa","Arthropoda","Insecta","Coleoptera","Cerambycidae","Pachyta","Pachyta quadrimaculata"
"ASV1070",65,92.157,"Metazoa","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"ASV0905",81,100,"Metazoa","Arthropoda","Insecta","Hemiptera","Pseudococcidae","Planococcus","Planococcus lilacinus"
"ASV1084",65,90.278,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV1042",69,88.732,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0934",78,87.5,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0991",73,90.686,"Metazoa","Arthropoda","Collembola",NA,NA,NA,NA
"ASV0876",85,90.2075555555556,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0872",85,92.188,"Metazoa","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"ASV0803",97,90.566,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV0895",83,87.097,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0815",95,99.265,"Metazoa","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Hyposmocoma","Hyposmocoma saccophora"
"ASV1033",69,90.698,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV0790",99,91.832,"Metazoa","Arthropoda","Arachnida","Trombidiformes",NA,NA,NA
"ASV0804",97,87.6353333333333,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0891",83,87.143,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV0875",85,87.903,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1150",61,93.478,"Metazoa","Arthropoda","Malacostraca","Isopoda","Armadillidae",NA,NA
"ASV1108",63,87.143,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1094",64,92.857,"Metazoa","Arthropoda","Insecta","Coleoptera",NA,NA,NA
"ASV1125",63,100,"Metazoa","Arthropoda","Insecta","Coleoptera","Apionidae","Hemitrichapion","Hemitrichapion reflexum"
"ASV1323",52,89.292,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV1242",56,90.196,"Metazoa","Arthropoda","Collembola",NA,NA,NA,NA
"ASV1195",58,92.105,"Metazoa","Arthropoda","Insecta","Hemiptera",NA,NA,NA
"ASV1183",59,98.039,"Metazoa","Arthropoda","Malacostraca","Isopoda","Armadillidae","Troglarmadillo","Troglarmadillo sp. WAM-TRGL001"
"ASV1190",59,99.8775,"Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis mellifera"
"ASV1266",54,87.143,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1235",56,99.265,"Metazoa","Arthropoda","Branchiopoda","Diplostraca","Macrotrichidae","Macrothrix","Macrothrix sp. HE-364"
"ASV1253",55,89.535,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV1211",58,100,"Metazoa","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Apochthonius","Apochthonius sp."
"ASV1282",54,100,"Metazoa","Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","Baetis tricaudatus"
"ASV1256",55,88.889,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1145",61,97.297,"Metazoa","Arthropoda","Malacostraca","Tanaidacea","Pagurapseudidae","Indoapseudes","Indoapseudes bamberi"
"ASV1129",62,87.5,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1567",43,88.618,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1629",41,93.878,"Metazoa","Arthropoda","Insecta","Trichoptera","Lepidostomatidae",NA,NA
"ASV1449",47,99.464,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,"Entomobryidae sp. sc_04935"
"ASV1395",49,93.878,"Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Acaridae",NA,NA
"ASV1463",46,100,"Metazoa","Arthropoda","Insecta","Diptera","Streblidae","Brachytarsina","Brachytarsina sp. E GC-2023a"
"ASV1492",45,89.655,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV1443",47,87.931,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1414",48,93.312,"Metazoa","Arthropoda","Malacostraca","Cumacea","Nannastacidae",NA,NA
"ASV1477",46,92.994,"Metazoa","Arthropoda","Malacostraca","Cumacea",NA,NA,NA
"ASV1400",49,95.122,"Metazoa","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Pealius",NA
"ASV1625",41,90.7463,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV1357",51,87.838,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1366",50,100,"Metazoa","Arthropoda","Arachnida","Opiliones","Paranonychidae","Sclerobunus","Sclerobunus robustus"
"ASV1389",49,89.147,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV1720",38,87.692,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1846",35,93.478,"Metazoa","Arthropoda","Insecta","Hymenoptera","Mutillidae",NA,NA
"ASV1698",39,100,"Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae",NA,"Diapriidae sp. BOLD-2016"
"ASV1779",36,93.878,"Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae",NA,NA
"ASV1715",38,98.039,"Metazoa","Arthropoda","Insecta","Diptera","Ceratopogonidae",NA,"Ceratopogonidae sp. sc_07781"
"ASV1729",38,99.718,"Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,"Staphylinidae sp. sc_03851"
"ASV1913",33,100,"Metazoa","Arthropoda","Insecta","Blattodea","Termitidae","Patawatermes","Patawatermes sp. A TB-2017"
"ASV1726",38,87.79775,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1736",37,91.304,"Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"ASV1844",35,88.4415,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1900",33,89.7205,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV1782",36,91.045,"Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"ASV1820",35,87.578,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1722",38,88.372,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1892",34,87.1323333333333,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1759",37,90.686,"Metazoa","Arthropoda","Collembola",NA,NA,NA,NA
"ASV1918",33,90.8297777777778,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1650",40,92.105,"Metazoa","Arthropoda","Insecta","Hemiptera",NA,NA,NA
"ASV1656",40,88,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1915",33,88.393,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1821",35,88.06,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1776",36,92.958,"Metazoa","Arthropoda","Arachnida","Scorpiones",NA,NA,NA
"ASV1692",39,90.476,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV1764",37,87.224,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1676",39,88.387,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1871",34,89.431,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV1929",33,87.324,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1748",37,90.909,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2204",28,100,"Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae",NA,"Nitidulidae sp. BOLD:AAU6932"
"ASV1962",32,87.619,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2085",30,90.278,"Metazoa","Arthropoda","Diplopoda",NA,NA,NA,NA
"ASV2102",30,87.097,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV1996",31,89.604,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV1950",32,87.01,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2123",29,89.394,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV2193",28,88.462,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2172",28,100,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2079",30,95.238,"Metazoa","Arthropoda","Insecta","Coleoptera","Endomychidae","Bystus",NA
"ASV2068",30,95.455,"Metazoa","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"ASV2158",29,91.489,"Metazoa","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"ASV1998",31,87.805,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2073",30,87.143,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2254",27,95.122,"Metazoa","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Hyposmocoma",NA
"ASV2444",25,100,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2369",26,96.078,"Metazoa","Arthropoda","Arachnida","Opiliones","Triaenonychidae","Nuncia",NA
"ASV2487",24,87.209,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2330",26,100,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2244",28,100,"Metazoa","Arthropoda","Insecta","Hemiptera","Aradidae","Brachyrhynchus","Brachyrhynchus membranaceus"
"ASV2480",24,87.059,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2285",27,88.295,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2333",26,95.745,"Metazoa","Arthropoda","Insecta","Mantodea","Gonypetidae","Theopompa",NA
"ASV2504",24,87.0893333333333,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2359",26,87.5,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2422",25,90.2181111111111,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2346",26,100,"Metazoa","Arthropoda","Insecta","Phasmatodea","Timematidae","Timema","Timema bartmani"
"ASV2292",27,87.037,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2316",27,92.188,"Metazoa","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"ASV2513",24,87.129,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2429",25,89.247,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2419",25,87.705,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2460",25,93.333,"Metazoa","Arthropoda","Arachnida","Araneae","Theraphosidae",NA,NA
"ASV2500",24,91.7485,"Metazoa","Arthropoda","Hexanauplia","Cyclopoida",NA,NA,NA
"ASV2532",24,100,"Metazoa","Arthropoda","Arachnida","Araneae","Sicariidae","Loxosceles","Loxosceles sp. Gran Canaria 2"
"ASV2534",24,87.6353333333333,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2300",27,91.257,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2324",26,87.342,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2544",24,90.698,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2800",21,99.5998,"Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Corynoneura","Corynoneura sp. BOLD-2016"
"ASV2751",21,91.071,"Metazoa","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"ASV2589",23,97.115,"Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"ASV2816",21,99.93,"Metazoa","Arthropoda","Diplopoda","Spirobolida","Spirobolellidae","Paraspirobolus","Paraspirobolus lucifugus"
"ASV2778",21,100,"Metazoa","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus sp. SFC34-003"
"ASV2781",21,89.0875,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2835",21,87.603,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2837",21,100,"Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Gedea","Gedea cf. tibialis UBC SEM M.Bodner MRB090"
"ASV2829",21,90.954,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2820",21,100,"Metazoa","Arthropoda","Insecta","Diptera","Ceratopogonidae",NA,"Ceratopogonidae sp."
"ASV2767",21,100,"Metazoa","Arthropoda","Insecta","Diptera","Sciaridae",NA,"Sciaridae sp."
"ASV2579",23,89.362,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2737",22,89.535,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV2941",20,100,"Metazoa","Arthropoda","Insecta","Thysanoptera","Phlaeothripidae","Holothrips","Holothrips sp. TH93"
"ASV3092",19,97.2448333333333,"Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum convictum"
"ASV3024",19,88.8875,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2918",20,90.805,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2981",19,87.179,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2912",20,90.769,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV3119",18,88.50275,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2938",20,88.90275,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2943",20,90.411,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV2875",20,98.0828571428572,"Metazoa","Arthropoda","Insecta","Diptera","Sciaridae",NA,NA
"ASV2847",21,90.873,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3019",19,89.583,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV3017",19,90.909,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV3385",17,100,"Metazoa","Arthropoda","Insecta","Ephemeroptera","Baetidae","Labiobaetis","Labiobaetis kui"
"ASV3389",16,89.412,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV3307",17,88.7335,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3400",16,100,"Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","Allobracon","Allobracon sp."
"ASV3178",18,99.568,"Metazoa","Arthropoda","Insecta","Psocoptera","Peripsocidae","Peripsocus",NA
"ASV3248",17,92.063,"Metazoa","Arthropoda","Ostracoda","Podocopida",NA,NA,NA
"ASV3354",17,100,"Metazoa","Arthropoda","Malacostraca","Decapoda","Alpheidae","Synalpheus","Synalpheus digueti complex sp. D KMH-2014"
"ASV3195",18,100,"Metazoa","Arthropoda","Insecta","Diptera","Stratiomyidae","Raphiocera","Raphiocera ornata"
"ASV3347",17,97.727,"Metazoa","Arthropoda","Insecta","Lepidoptera","Erebidae","Arachnis",NA
"ASV3208",18,89.231,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV3380",17,94.34,"Metazoa","Arthropoda","Insecta","Lepidoptera","Depressariidae",NA,NA
"ASV3171",18,97.059,"Metazoa","Arthropoda","Insecta","Diptera","Agromyzidae",NA,"Agromyzidae sp. BBDCN049-10"
"ASV3280",17,87.421,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3381",17,94.34,"Metazoa","Arthropoda","Thecostraca","Balanomorpha","Balanidae",NA,NA
"ASV3638",15,99.8705,"Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus",NA
"ASV3511",16,96.875,"Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Temnoplectron",NA
"ASV3443",16,87.7846,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3442",16,90.805,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV3580",15,99.0935,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae",NA,NA
"ASV3593",15,95.652,"Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Magdalis",NA
"ASV3653",15,87.654,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3567",15,97.143,"Metazoa","Arthropoda",NA,"Diplura","Japygidae",NA,"Japygidae sp."
"ASV3649",15,100,"Metazoa","Arthropoda","Malacostraca","Decapoda","Astacidae","Astacus","Astacus colchicus"
"ASV3619",15,90.2181111111111,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3509",16,100,"Metazoa","Arthropoda","Insecta","Thysanoptera","Thripidae","Frankliniella","Frankliniella invasor"
"ASV3674",15,100,"Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor albipictus"
"ASV3477",16,100,"Metazoa","Arthropoda","Thecostraca","Balanomorpha","Tetraclitidae","Tetraclita","Tetraclita serrata"
"ASV3574",15,89.404,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV3755",14,93.75,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3949",13,88.991,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3697",15,87.179,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3752",14,96.226,"Metazoa","Arthropoda","Insecta","Diptera","Cecidomyiidae",NA,NA
"ASV3879",14,99.6544444444444,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA
"ASV3699",15,97.143,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3817",14,91.453,"Metazoa","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"ASV3763",14,96.97,"Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Carabodidae",NA,NA
"ASV3737",14,92.647,"Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"ASV3909",14,93.713,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV3721",15,99.755,"Metazoa","Arthropoda","Collembola","Poduromorpha","Neanuridae","Vitronura","Vitronura macgillivrayi"
"ASV3710",15,100,"Metazoa","Arthropoda","Arachnida","Araneae","Pholcidae","Physocyclus","Physocyclus validus"
"ASV3777",14,87.805,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3845",14,95.745,"Metazoa","Arthropoda","Collembola","Poduromorpha","Neanuridae",NA,NA
"ASV3860",14,90.2434,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV4179",13,99.9183333333333,"Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae",NA,NA
"ASV4240",12,87.218,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV4011",13,100,"Metazoa","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Serratella",NA
"ASV4046",13,96.8076666666667,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV4092",13,92.857,"Metazoa","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA
"ASV4145",13,94.595,"Metazoa","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,NA
